character,dialogue
ROSE,"allowing her to take a bow. Exhilarated and slightly tipsy, she does a"
ROSE,"graceful ballet ployer, feet turned out perfectly. Everyone laughs and"
ROSE,"applauds. Rose is a hit with the steerage folks, who've never had a lady"
ROSE,party with them.
ROSE,"They move to a table, flushed and sweaty. Rose grabs Fabrizio's cigarette"
ROSE,"and takes a big drag. She's feeling cocky. Fabrizio is grinning, holding"
ROSE,hands with Helga.
JACK,How you two doin'?
FABRIZIO,"I don't know hwat she's say, she don't know what I say, so we get along"
FABRIZIO,"Tommy walks up with a pint for each of them. Rose chugs hers, showing off."
ROSE,You think a first class girl can't drink?
ROSE,"Everybody else is dancing again, and Bjorn Gundersen crashes into Tommy,"
ROSE,"who sloshes his beer over Rose's dress. She laughs, not caring. But Tommy"
ROSE,"lunges, grabbing Bjorn and wheeling him around."
TOMMY,You stupid bastard!!
TOMMY,"Bjorn comes around, his fists coming up... and Jack leaps into the middle"
TOMMY,"of it, pushing them apart."
JACK,"Boys, boys! Did I ever tell you the one about the Swede and the Irishman"
JACK,goin' to the whorehouse?
JACK,"Tommy stands there, all piss and vinegar, chest puffed up. Then he grins"
JACK,and claps Bjorn on the shoulder.
ROSE,"So, you think you're big tough men? Let's see you do this."
ROSE,"In her stocking feet she assumes a ballet stance, arms raised, and goes up"
ROSE,"on point, taking her entire weight on the tips of her toes. The guys gape"
ROSE,"at her incredible muscle control. She comes back down, then her face screws"
ROSE,"up in pain. She grabs one foot, hopping around."
ROSE,Oooowww! I haven't done that in years.
ROSE,"Jack catches her as she loses her balance, and everyone cracks up."
ROSE,THE DOOR to the well deck is open a few inches as Lovejoy watches through
ROSE,"the gap. He sees Jack holding Rose, both of them laughing."
ROSE,LOVEJOY closes the door.
ROSE,"The stars blaze overhead, so bright and clear you can see the Milky Way."
ROSE,"Rose and Jack walk along the row of lifeboats. Still giddy from the party,"
ROSE,"they are singing a popular song ""Come Josephine in My Flying Machine""."
JACK/ROSE,Come Josephine in my flying machine
JACK/ROSE,And it's up she goes! Up she goes!
JACK/ROSE,In the air she goes. Where? There she goes!
JACK/ROSE,They fumble the words and break down laughing. They have reached the First
JACK/ROSE,"Class Entrance, but don't go straight in, not wanting the evening to end."
JACK/ROSE,Through the doors the sound of the ship's orchestra wafts gently. Rose
JACK/ROSE,"grabs a davit and leans back, staring at the cosmos."
ROSE,Isn't it magnificent? So grand and endless.
ROSE,She goes to the rail and leans on it.
ROSE,"They're such small people, Jack... my crowd. They think they're giants on"
ROSE,"the earth, but they're not even dust in God's eye. They live inside this"
ROSE,little tiny champagne bubble... and someday the bubble's going to burst.
ROSE,"He leans at the rail next to her, his hand just touching hers. It is the"
ROSE,"slightest contact imaginable, and all either one of them can feel is that"
ROSE,square inch of skin where their hands are touching.
JACK,You're not one of them. There's been a mistake.
ROSE,A mistake?
JACK,Uh huh. You got mailed to the wrong address.
ROSE,"I did, didn't I?"
ROSE (CONT'D),Look! A shooting star.
JACK,"That was a long one. My father used to say that whenever you saw one, it"
JACK,was a soul going to heaven.
ROSE,I like that. Aren't we supposed to wish on it?
ROSE,"Jack looks at her, and finds that they are suddenly very close together. It"
ROSE,"would be so easy to move another couple of inches, to kiss her. Rose seems"
ROSE,to be thinking the same thing.
JACK,What would you wish for?
JACK,"After a beat, Rose pulls back."
ROSE,Something I can't have.
ROSE,"Goodnight, Jack. And thank you."
ROSE,She leaves the rail and hurries through the First Class Entrance.
JACK,Rose!!
JACK,"But the door bangs shut, and she is gone. Back to her world."
JACK,"SUNDAY APRIL 14, 1912. A bright clear day. Sunlight splashing across the"
JACK,promenade. Rose and Cal are having breakfast in silence. The tension is
JACK,"palpable. Trudy Bolt, in her maid's uniform, pours the coffee and goes"
JACK,inside.
CAL,I had hoped you would come to me last night.
ROSE,I was tired.
CAL,Yes. Your exertions below decks were no doubt exausting.
ROSE,I see you had that undertaker of a manservant follow me.
CAL,You will never behave like that again! Do you understand?
ROSE,I'm not some foreman in your mills than you can command! I am your
ROSE,fiancee--
ROSE,"Cal explodes, sweeping the breakfast china off the table with a crash. He"
ROSE,"moves to her in one shocking moment, glowering over her and gripping the"
ROSE,"sides of her chair, so she is trapped between his arms."
CAL,"Yes! You are! And my wife... in practice, if not yet by law. So you will"
CAL,"honor me, as a wife is required to honor her husband! I will not be made"
CAL,out a fool! Is this in any way unclear?
CAL,"Rose shrinks into the chair. She sees Trudy, frozen, partway through the"
CAL,door bringing the orange juice. Cal follows Rose's glance and straightens
CAL,"up. He stalks past the maid, entering the stateroom."
ROSE,"We... had a little accident. I'm sorry, Trudy."
ROSE,"Rose is dressed for the day, and is in the middle of helping Ruth with her"
ROSE,corset. The tight bindings do not inhibit Ruth's fury at all.
RUTH,"You are not to see that boy again, do you understand me Rose? I forbid it!"
RUTH,Rose has her knee at the base of her mother's back and is pulling the
RUTH,corset strings with both hands.
ROSE,"Oh, stop it, Mother. You'll give yourself a nosebleed."
ROSE,"Ruth pulls away from her, and crosses to the door, locking it. CLACK!"
RUTH,"Rose, this is not a game! Our situation is precarious. You know the money's"
ROSE,Of course I know it's gone. You remind me every day!
RUTH,Your father left us nothing but a legacy of bad debts hidden by a good
RUTH,name. And that name is the only card we have to play.
RUTH,Rose turns her around and grabs the corset strings again. Ruth sucks in her
RUTH,waist and Rose pulls.
RUTH,"I don't understand you. It is a fine match with Hockley, and it will insure"
RUTH,our survival.
ROSE,How can you put this on my shoulders?
ROSE,"Rose turns to her, and we see what Rose sees-- the naked fear in her"
ROSE,mother's eyes.
RUTH,Do you want to se me working as a seamstress? Is that what you want? Do you
RUTH,"want to see our fine things sold at an auction, our memories scattered to"
RUTH,"the winds? My God, Rose, how can you be so selfish?"
ROSE,It's so unfair.
RUTH,Of course it's unfair! We're women. Our choices are never easy.
RUTH,Rose pulls the corset tighter.
RUTH,"At the divine service, Captain Smith is leading a group in the hymn"
RUTH,"""Almighty Father Strong To Save."" Rose and Ruth sing in the middle of the"
RUTH,group.
RUTH,"Lovejoy stands well back, keeping an eye on Rose. He notices a commotion at"
RUTH,the entry doors. Jack has been halted there by two stewards. He is dressed
RUTH,"in his third class clothes, and stands there, hat in hand, looking out of"
RUTH,place.
STEWARD,"Look, you, you're not supposed to be in here."
JACK,I was just here last night... don't you remember?
JACK,He'll tell you.
LOVEJOY,Mr. Hockley and Mrs. DeWitt Bukater continue to be most appreciative of
LOVEJOY,your assistance. They asked me to give you this in gratitude--
LOVEJOY,"He holds out two twenty dollar bills, which Jack refuses to take."
JACK,"I don't want money, I--"
LOVEJOY,--and also to remind you that you hold a third class ticket and your
LOVEJOY,presence here is no longer appropriate.
LOVEJOY,Jack spots Rose but she doesn't see him.
JACK,I just need to talk to Rose for a--
LOVEJOY,"Gentlemen, please see that Mr. Dawson gets back where he belongs."
LOVEJOY,And that he stays there.
STEWARD,Yes sir!
STEWARD,Come along you.
STEWARD,"END ON ROSE, not seeing Jack hustled out."
ROSE,O hear us when we cry to thee for those in peril on the sea.
ROSE,"An Edwardian nautilus room. There are machines we recognize, and some"
ROSE,"don't. A woman pedals a stationary bicycle in a long dress, looking"
ROSE,"rediculous. Thomas Andrews is leading a small tour group, including Rose,"
ROSE,Ruth and Cal. Cal is wroking the oars of a stationary rowing machine with a
ROSE,well trained stroke.
CAL,Reminds me of my Harvard days.
CAL,"T.W. McCAULEY, the gym instructor, is a bouncy little man in white"
CAL,"flannels, eager to show off his modern equipment, like his present-day"
CAL,"counterpart on an ""Abflex"" infomercial. He hits a switch and a machine with"
CAL,"a saddle on it starts to undulate. Rose puts her hand on it, curious."
MCCAULEY,The electric horse is very popular. We even have an electric camel.
MCCAULEY,"Care to try your hand at the rowing, m'am?"
RUTH,Don't be absurd. I can't think of a skill I should likely need less.
ANDREWS,"The next stop on our tour will be bridge. This way, please."
ANDREWS,"Jack, walking with determination, is followed closely by Tommy and"
ANDREWS,Fabrizio. He quickly climbs the steps to B-Deck and steps over the gate
ANDREWS,separating 3rd from 2nd class.
TOMMY,"She's a goddess amongst mortal men, there's no denyin'. But she's in"
TOMMY,"another world, Jackie, forget her. She's closed the door."
TOMMY,"Jack moves furtively to the wall below the A-Deck promenade, aft."
JACK,"It was them, not her."
JACK,Ready... go.
JACK,"Tommy shakes his head resignedly and puts his hands together, crouching"
JACK,"down. Jack steps into Tommy's hands and gets boosted up to the next deck,"
JACK,"where he scrambles nimbly over the railing, onto the First Class deck."
TOMMY,"He's not bein' logical, I tell ya."
FABRIZIO,Amore is'a not logical.
FABRIZIO,"A man is playing with his son, who is spinning a top with a string. The"
FABRIZIO,man's overcoat and hat are sitting on a deck chair nearby. Jack emerges
FABRIZIO,from behind one of the huge deck cranes and calmly picks up the coat and
FABRIZIO,"bowler hat. He walks away, slipping into the coat, and slicks his hair back"
FABRIZIO,with spit. Then puts the hat on at a jaunty angle. At a distance he could
FABRIZIO,pass for a gentlemen.
FABRIZIO,"HAROLD BRIDE, the 21 year old Junior Wireless Operator, hustles in and"
FABRIZIO,skirts around Andrews' tour group to hand a Marconigram to Captain Smith.
BRIDE,"Another ice warning, sir. This one from the ""Baltic""."
SMITH,"Thankyou, Sparks."
SMITH,Smith glances at the message then nonchalantly puts it in his pocket. He
SMITH,nods reassuringly to Rose and the group.
SMITH,"Not to worry, it's quite normal for this time of year. In fact, we're"
SMITH,speeding up. I've just ordered the last boilers lit.
SMITH,Andrews scowls slightly before motioning the group toward the door. They
SMITH,exit just as SECOND OFFICER CHARLES HERBERT LIGHTOLLER comes out of the
SMITH,"chartroom, stopping next to First Officer Murdoch."
LIGHTOLLER,Did we ever find those binoculars for the lookouts?
FIRST OFFICER MURDOCH,Haven't seen them since Southampton.
FIRST OFFICER MURDOCH,Andrews leads the group back from the bridge along the boat deck.
ROSE,"Mr. Andrews, I did the sum in my head, and with the number of lifeboats"
ROSE,"times the capacity you mentioned... forgive me, but it seems that there are"
ROSE,not enough for everyone aboard.
ANDREWS,"About half, actually. Rose, you miss nothing, do you? In fact, I put in"
ANDREWS,"these new type davits, which can take an extra row of boats here."
ANDREWS,But it was thought... by some... that the deck would look too cluttered. So
ANDREWS,I was over-ruled.
CAL,"Waste of deck space as it is, on an unsinkable ship!"
ANDREWS,"Sleep soundly, young Rose. I have built you a good ship, strong and true."
ANDREWS,She's all the lifeboat you need.
ANDREWS,"As they are passing Boat 7, a gentlemen turns from the rail and walks up"
ANDREWS,"behind the group. It is Jack. He taps Rose on the arm and she turns,"
ANDREWS,gasping. He motions and she cuts away from the group toward a door which
ANDREWS,Jack holds open. They duck into the--
ANDREWS,"Jack closes the door behind her, and glances out through the ripple-glass"
ANDREWS,"window to the starboard rail, where the gym instructor is chatting up the"
ANDREWS,woman who was riding the bike. Rose and Jack are alone in the room.
ROSE,"Jack, this is impossible. I can't see you."
ROSE,He takes her by the shoulders.
JACK,"Rose, you're no picnic... you're a spoiled little brat even, but under that"
JACK,"you're a strong, pure heart, and you're the most amazingly astounding girl"
JACK,I've ever known and--
ROSE,"Jack, I--"
JACK,No wait. Let me try to get this out. You're amazing... and I know I have
JACK,"nothing to offer you, Rose. I know that. But I'm involved now. You jump, I"
JACK,"jump, remember? I can't turn away without knowin' that you're goin' to be"
JACK,alright.
JACK,Rose feels the tears coming to her eyes. Jack is so open and real... not
JACK,like anyone she has ever known.
ROSE,You're making this very hard. I'll be fine. Really.
JACK,"I don't think so. They've got you in a glass jar like some butterfly, and"
JACK,"you're goin' to die if you don't break out. Maybe not right away, 'cause"
JACK,you're strong. But sooner or later the fire in you is goin' to go out.
ROSE,"It's not up to you to save me, Jack."
JACK,You're right. Only you can do that.
ROSE,"I have to get back, they'll miss me. Please, Jack, for both our sakes,"
ROSE,leave me alone.
ROSE,"The most elegant room on the ship, done in Louis Quinze Versaille style."
ROSE,"Rose sits on a divan, with a group of other women arrayed around her. Ruth,"
ROSE,the Countess Rothes and Lady Duff-Gordon are taking tea. Rose is silent and
ROSE,still as a porcelain figurine as the conversation washes around her.
RUTH,Of course the invitations had to be sent back to the printers twice. And
RUTH,the bridesmaids dresses! Let me tell you what an odyssey that has been...
RUTH,TRACKING SLOWLY IN on Rose as Ruth goes on.
RUTH,"REVERSE, ROSE'S POV: A tabeau of MOTHER and DAUGHTER having tea. The four"
RUTH,"year old girl, wearing white gloves, daintily picking up a cookie. The"
RUTH,"mother correcting her on her posture, and the way she holds the teacup. The"
RUTH,"little girl is trying so hard to please, her expression serious. A glimpse"
RUTH,"of Rose at that age, and we see the relentless conditioning... the pain to"
RUTH,becoming an Edwardian geisha.
RUTH,"ON ROSE. She calmly and deliberately turns her teacup over, spilling tea"
RUTH,all over her dress.
ROSE,"Oh, look what I've done."
ROSE,"TITANIC STEAMS TOWARD US, in the dusk light, as if lit by the embers of a"
ROSE,"giant fire. As the ship looms, FILLING FRAME, we push in on the bow. Jack"
ROSE,"is there, right at the apex of the bow railing, his favorite spot. He"
ROSE,"closes his eyes, letting the chill wind clear his head."
ROSE,"Jack hears her voice, behind him..."
ROSE,"Hello, Jack."
ROSE,He turns and she is standing there.
ROSE,I changed my mind.
ROSE,"He smiles at her, his eyes drinking her in. Her cheeks are red with the"
ROSE,"chill wind, and her eyes sparkle. Her hair blows wildly about her face."
ROSE,Fabrizio said you might be up--
JACK,Sssshh. Come here.
JACK,He puts his hands on her waist. As if he is going to kiss her.
JACK,Close your eyes.
JACK,"She does, and he turns her to face forward, the way the ship is going. He"
JACK,"presses her gently to the rail, standing right behind her. Then he takes"
JACK,her two hands and raises them until she is standing with her arms
JACK,outstetched on each side. Rose is going along with him. When he lowers his
JACK,"hands, her arms stay up... like wings."
JACK,Okay. Open them.
JACK,Rose gasps. There is nothing in her field of vision but water. It's like
JACK,"there is no ship under them at all, just the two of them soaring. The"
JACK,"Atlantic unrolls toward her, a hammered copper shield under a dusk sky."
JACK,"There is only the wind, and the hiss of the water 50 feel below."
ROSE,I'm flying!
ROSE,"She leans forward, arching her back. He puts his hands on her waist to"
ROSE,steady her.
JACK,Come Josephine in my flying machine...
JACK,"Rose cleses her eyes, feeling herself floating weightless far above the"
JACK,"sea. She smiles dreamily, then leans back, gently pressing her back against"
JACK,his chest. He pushes forward slightly against her.
JACK,"Slowly he raises his hands, arms outstretched, and they meet hers..."
JACK,"fingertips gently touching. Then their fingers intertwine. Moving slowly,"
JACK,their fingers caress through and around each other like the bodies of two
JACK,lovers.
JACK,"Jack tips his face forward into her blowing hair, letting the scent of her"
JACK,"wash over him, until his cheek is agianst her ear."
JACK,"Rose turns her head until her lips are near his. She lowers her arms,"
JACK,"turning further, until she finds his mouth with hers. He wraps his arms"
JACK,"around her from behind, and they kiss like this with her head turned and"
JACK,"tilted back, surrendering to him, to the emotion, to the inevitable. They"
JACK,"kiss, slowly and tremulously, and then with building passion."
JACK,"Jack and the ship seem to merge into one force of power and optimism,"
JACK,"lifting her, buoying her forward on a magical journey, soaring onward into"
JACK,a night without fear.
JACK,"100 IN THE CROW'S NEST, high above and behind them, lookout FREDERICK FLEET"
JACK,"nudges his mate, REGINALD LEE, pointing down at the figures in the bow."
FLEET,Wish I had those bleedin' binoculars.
FLEET,"101 JACK AND ROSE, embracing at the bow rail, DISSOLVE SLOWLY AWAY, leaving"
FLEET,the ruined bow of the WRECK--
FLEET,"OLD ROSE blinks, seeming to come back to the present. She sees the wreck on"
FLEET,"the screen, the sad ghost ship deep in the abyss."
ROSE,That was the last time Titanic ever saw daylight.
ROSE,Brock Lovett changes the tape in the minicassette recorder.
BROCK,So we're up to dusk on the night of the sinking. Six hours to go.
BODINE,"Don't you love it? There's Smith, he's standing there with the iceberg"
BODINE,warning in his fucking hand...
BODINE,"... excuse me... in his hand, and he's ordering more speed."
BROCK,26 years of experience working against him. He figures anything big enough
BROCK,to sink the ship they're going to see in time to turn. But the ship's too
BROCK,"big, with too small a rudder... it can't corner worth shit. Everything he"
BROCK,knows is wrong.
BROCK,ROSE is ignoring this conversation. She has the art-nouveau comb with the
BROCK,"jade butterfly on the handle in her hands, turning it slowly. She is"
BROCK,"watching a monitor, which shows the ruins of Suite B-52/56. PUSH IN until"
BROCK,the image fills frame.
TRANSITION:,... 1912. Like in a dream the beautiful woodwork and satin upholstery
TRANSITION:,emerge from the rusted ruin. Jack is overwhelmed by the opulence of the
TRANSITION:,room. He sets his sketchbood and drawing materials on the marble table.
ROSE,Will this light do? Don't artists need good light?
JACK,"Zat is true, I am not used to working in such 'orreeble conditions."
JACK,Hey... Monet!
JACK,He crouches next to the paintings stacked against the wall.
JACK,Isn't he great... the use of color? I saw him once... through a hole in
JACK,this garden fence in Giverny.
JACK,She goes into the adjoining walk-in wardrobe closet. He sees her go to the
JACK,safe and start working the combination. He's fascinated.
ROSE,Cal insist on luggin this thing everywhere.
JACK,Should I be expecting him anytime soon?
ROSE,Not as long as the cigars and brandy hold out.
ROSE,"CLUNK! She unlocks the safe. Glancing up, she meets his eyes in the mirror"
ROSE,"behind the safe. She opens it and removes the necklace, then holds it out"
ROSE,to Jack who takes it nervously.
JACK,What is it? A sapphire?
ROSE,"A diamond. A very rare diamond, called the Heart of the Ocean."
ROSE,Jack gazes at wealth beyond his comprehension.
ROSE,I want you to draw me like your French girl. Wearing this.
ROSE,Wearing only this.
ROSE,104 ROSE'S BEDROOM. ON THE BUTTERFLY COMB as Rose draws it out of her hair.
ROSE,She shakes her head and her hair falls free around her shoulders.
ROSE,105 IN THE SITTING ROOM Jack is laying out his pencils like surgical tools.
ROSE,"His sketchbook is open and ready. He looks up as she comes into the room,"
ROSE,wearing a silk kimono.
ROSE,The last thing I need is another picture of me looking like a china doll.
ROSE,"As a paying customer, I expect to get what I want."
ROSE,"She hands him a dime and steps back, parting the kimono. The blue stone"
ROSE,lies on her creamy breast. Her heart is pounding as she slowly lowers the
ROSE,"Jakc looks so stricken, it is almost comical. The kimono drops to the floor"
ROSE,Tell me when it looks right to you.
ROSE,"She poses on the divan, settling like a cat into the position we remember"
ROSE,from the drawing... almost.
JACK,Uh... just bend your left leg a little and... and lower your head. Eyes to
JACK,me. That's it.
JACK,Jack starts to sketch. He drops his pencil and she stifles a laugh.
ROSE,"I believe you are blushing, Mr. Big Artiste. I can't imagine Monsieur Monet"
ROSE,blushing.
JACK,He does landscapes.
JACK,TIGHT ON JACK as his eyes come up to look at her over the top edge of his
JACK,"sketchpad. We have seen this image of him before, in her memory. It is an"
JACK,image she will carry the rest of her life.
JACK,"Despite his nervousness, he draws with sure strokes, and what emerges is"
JACK,"the best thing he has ever done. Her pose is languid, her hands beautiful,"
JACK,and her eyes radiate her energy.
TRANSITION:,"MATCH DISSOLVE/MORPH to Rose, 101 years old. Only her eyes are the same."
OLD ROSE,My heart was pounding the whole time. It was the most erotic moment of my
OLD ROSE,life... up till then at least.
OLD ROSE,The story of Jack and Rose has finally and completely grabbed them.
BODINE,"What, uh... happened next?"
OLD ROSE,"You mean, did we ""do it""?"
OLD ROSE,"BACK TO 1912. Jack is signing the drawing. Rose, wearing her kimono again,"
OLD ROSE,"is leaning on his shoulder, watching."
OLD ROSE (V.O.),Sorry to disappoint you Mr. Bodine.
OLD ROSE (V.O.),Rose gazes at the drawing. He has X-rayed her soul.
ROSE,"Date it, Jack. I want to always remember this night."
ROSE,He does: 4/14/1912. Rose meanwhile scribbles a note on a piece of Titanic
ROSE,"stationary. We don't see what it says. She accepts the drawing from him,"
ROSE,and crosses to the safe in the wardrobe.
ROSE,"She puts the diamond back in the safe, placing hte drawing and the note on"
ROSE,top of it. Closes the door with a CLUNK!
ROSE,Lovejoy enters from the Palm Court through the revolving door and crosses
ROSE,"the room toward Hockley. A fire is blazing in the marble fireplace, and the"
ROSE,"usual fatcats are playing cards, drinking and talking. Cal sees Lovejoy and"
ROSE,"detaches from his group, coming to him."
LOVEJOY,None of the stewards have seen her.
CAL,"This is ridiculous, Lovejoy. Find her."
CAL,"TITANIC glides across an unnatural sea, blakc and calm as a pool of oil."
CAL,The ships lights are mirrored almost perfectly in the black water. The sky
CAL,is brilliant with stars. A meteor traces a bright line across the heavens.
CAL,ship. QUARTERMASTER HITCHINS brings him a cup of hot tea with lemon. It
CAL,steams in the bitter cold of the open bridge. Second Officer Lightoller is
CAL,"next to him, staring out at the sheet of black glass the Atlantic has"
CAL,become.
LIGHTOLLER,"I don't think I've ever seen such a flat calm, in 24 years at sea."
SMITH,"Yes, like a mill pond. Not a breath of wind."
LIGHTOLLER,"It's make the bergs harder to see, with no breaking water at the base."
SMITH,"Mmmmm. Well, I'm off. Maintain speed and heading, Mr. Lightoller."
LIGHTOLLER,Yes sir.
SMITH,"And wake me, of course, if anything becomes in the slightest degree"
SMITH,doubtful.
SMITH,"Rose, fully dressed now, returns to the sitting room. They hear a key in"
SMITH,the lock. Rose takes Jack's hand and leads him silently through the
SMITH,bedrooms. Lovejoy enters by the sitting room door.
LOVEJOY,Miss Rose? Hello?
LOVEJOY,He hears a door opening and goes through Cal's room toward hers.
LOVEJOY,"Rose and Jack come out of her stateroom, closing the door. She leads him"
LOVEJOY,quickly along the corridor toward the B deck foyer. They are halfway across
LOVEJOY,the open space when the sitting room door opens in the corridor and Lovejoy
LOVEJOY,comes out. The valet sees Jack with Rose and hustles after them.
ROSE,Come on!
ROSE,"She and Jack break into a run, surprising the few ladies and gentlemen"
ROSE,about. Rose leads him past the stairs to the bank of elevators. They run
ROSE,"into one, shocking the hell out of the OPERATOR."
ROSE,"Take us down. Quickly, quickly!"
ROSE,The Operator scrambles to comply. Jack even helps him close the steel gate.
ROSE,Lovejoy runs up as the lift starts to descend. He slams one hand on the
ROSE,"bars of the gate. Rose makes a very rude and unladylike gesture, and laughs"
ROSE,as Lovejoy disappears above. The Operator gapes at her.
ROSE,Lovejoy emerges from another lift and runs to the one Jack and Rose were
ROSE,in. The Operator is just closing the gate to go back up. Lovejoy runs
ROSE,around the bank of elevators and scans the foyer... no Jack and Rose. He
ROSE,tries the stairs going down to F-Deck.
ROSE,"A functional space, with access to a number of machine spaces (fan rooms,"
ROSE,"boiler uptakes). Jack and Rose are leaning against a wall, laughing."
JACK,"Pretty tough for a valet, this fella."
ROSE,He's an ex-Pinkerton. Cal's father hired him to keep Cal out of trouble...
ROSE,"to make sure he always got back to the hotel with his wallet and watch,"
ROSE,after some crawl through the less reputable parts of town...
JACK,Kinda like we're doin' right now-- uh oh!
JACK,Lovejoy has spotted them from a cross-corridor nearby. He charges toward
JACK,them. Jack and Rose run around a corner into a blind alley. There is one
JACK,"door, marked CREW ONLY, and Jack flings it open."
JACK,"115 They enter a roaring RAN ROOM, with no way out but a ladder going down."
JACK,"Jack latches the deadbolt on the door, and Lovejoy slams against it a"
JACK,"moment later. Jack grins at Rose, pointing to the ladder."
JACK,"After you, m'lady."
JACK,Jack and Rose come down the escape ladder and look around in amazement. It
JACK,"is like a vision of hell itself, with the roaring furnaces and black"
JACK,"figures moving in the smoky glow. They run the length of the boiler room,"
JACK,"dodging amazed stokers, and trimmers with their wheelbarrows of coal."
JACK,Carry on! Don't mind us!
JACK,They run through the open watertight door into BOILER ROOM SIX. Jack pulls
JACK,her through the fiercely hot alley between two boilers and they wind up in
JACK,"the dark, out of sight of the working crew. Watching from the shadows, they"
JACK,"see the stokers working in the hellish glow, shovelling coal into the"
JACK,insatiable maws of the furnaces. The whole place thunders with the roar of
JACK,the fires.
JACK,"Amid unparalled luxury, Cal sits at a card game, sipping brandy."
COLONEL GRACIE,We're going like hell I tel you. I have fifty dollars that says we make it
COLONEL GRACIE,into New York Tuesday night!
COLONEL GRACIE,"Cal looks at his gold pocket watch, and scowls, not listening."
COLONEL GRACIE,"The furnaces roar, silhouetting the glistening stokers. Jack kisses Rose's"
COLONEL GRACIE,"face, tasting the sweat trickling down from her forehead. They kiss"
COLONEL GRACIE,"passionately in the steamy, pounding darkness."
COLONEL GRACIE,Jack and Rose enter and run laughing between the rows of stacked cargo. She
COLONEL GRACIE,"hugs herself against the cold, after the dripping heat of the boiler room."
COLONEL GRACIE,"They come upon William Carter's brand new RENAULT touring car, lashing down"
COLONEL GRACIE,"to a pallet. It looks like a royal coach from a fairy tale, its brass trim"
COLONEL GRACIE,and headlamps nicely set off by its deep burgundy color.
COLONEL GRACIE,"Rose climbs into the plushly upholstered back seat, acting very royal."
COLONEL GRACIE,"There are cut crystals bud vases on the walls back there, each containing a"
COLONEL GRACIE,"rose. Jack jumps into the driver's seat, enjoying hte feel of the leather"
COLONEL GRACIE,and wood.
JACK,"Where to, Miss?"
ROSE,To the stars.
ROSE,ON JACK as her hands come out of the shadows and pull him over the seat
ROSE,"into the back. He lands next to her, and his breath seems loud in the quiet"
ROSE,darkness. He looks at her and she is smiling. It is the moment of truth.
JACK,Are you nervous?
ROSE,"Au contraire, mon cher."
ROSE,"He strokes her face, cherishing her. She kisses his artist's fingers."
ROSE,Put your hands on me Jack.
ROSE,"He kisses her, and she slides down in the seat under his welcome weight."
ROSE,A BRILLIANT ARC OF ELECTRICITY fills frame-- the sparks gap of the Marconi
ROSE,instrument as SENIOR WIRELESS OPERATOR JACK PHILLIPS (24) rapidly keys out
ROSE,a message. Junior Operator Bride looks through the huge stack of outgoing
ROSE,messages swamping them.
BRIDE,"Look at this one, he wants his private train to meet him. La dee da."
BRIDE,We'll be up all bloody night on this lot.
BRIDE,"Phillips start to receive an incoming message from a nearby ship, the"
BRIDE,"Leyland frieghter CALIFORNIAN, which jams his outgoing signal. At such"
BRIDE,"close range, the beeps are deafening."
PHILLIPS,Christ! It's that idiot on the Californian.
PHILLIPS,"Cursing, Phillips furiously keys a rebuke."
PHILLIPS,Wireless Operater CYRIL EVANS pulls his earphone off his ear as the
PHILLIPS,Titanic's spark deafens him. he translates the message for THIRD OFFICER
EVANS,"Stupid bastard. I try to warn him about the ice, and he says ""Keep out."
EVANS,"Shut up. I'm working Cape Race."""
GROVES,Now what's he sending?
EVANS,"""No seasickness. Poker business good. Al"". Well that's it for me. I'm"
EVANS,shutting down.
EVANS,"As Evans wearily switches off his generator, Groves goes out on deck. PAN"
EVANS,oFF Him to reveal the ship is stopped fifty yards from the edge of a field
EVANS,of pack ice and icebergs stretching as far as the eye can see.
EVANS,"ON TITANIC, steaming hellbent through the darkness, hurling up white water"
EVANS,"at the bows. The bow comes straight at us, until the bow wave WIPES THE"
FRAME--,"PUSHING IN on the rear window of the Renault, which is completely fogged"
FRAME--,"up. Rose's hand comes up and slams against the glass for a moment, making a"
FRAME--,handprint in the veil of condensation.
FRAME--,"INSIDE THE CAR, Jack's overcoat is liek a blanket over them. It stirs and"
FRAME--,"Rose pulls it down. They are huddled under it, intertwined, still mostly"
FRAME--,clothed. Their faces are flushed and they look at each other wonderingly.
FRAME--,"She puts her hand on his face, as if making sure he is real."
ROSE,You're trembling.
JACK,It's okay. I'm alright.
JACK,He lays his cheek against her chest.
JACK,I can feel your heart beating.
JACK,"She hugs his head to her chest, and just holds on for dear life."
OLD ROSE (V.O.),"Well, I wasn't the first teenage girl to get seduced in the backseat of a"
OLD ROSE (V.O.),"car, and certainly not the last, by several million. He had such fine"
OLD ROSE (V.O.),"hands, artists' hands, but strong too... roughened by work. I remember"
OLD ROSE (V.O.),their touch even now.
OLD ROSE (V.O.),"The bow sweeps under us, and the CAMERA CLIMBS toward the foremast and the"
OLD ROSE (V.O.),"tiny half-cylinder of the crow's nest, which grows as we push in on"
OLD ROSE (V.O.),lookouts Fleet and Lee. They are stamping their feet and swinging their
OLD ROSE (V.O.),"arms, trying to keep warm in the 22 knot freezing wind, which whips capor"
OLD ROSE (V.O.),of their breath away behind.
FLEET,"You can smell ice, you know, when it's near."
LEE,Bollocks.
FLEET,Well I can.
FLEET,"Without hearing hte words over the roar of the furnaces, we see stokers"
FLEET,telling TWO STEWARDS which way Rose and Jack went. The stewards move off
FLEET,toward the forward holds.
